ligne_brute,fon,fr,raison
42138,nε mi nɔ gosin dɔn gbɔn xwe ɖokpoɖokpo mε,comment est,trop_court
42140,atàn,vin de palme,trop_court
42140,dĕtàn,vin de palme,trop_court
42147,wegɔ́ ɔ́,le deuxième,trop_court
42148,Gan xò,Il est l'heure.,trop_court
42154,azăn ko atɔ́ɔ́n é ɖò sùn tɛ́nwegɔ́ ɔ́ mɛ́ é,le vingt,trop_court
42155,ɖù agɔ̆,faire la fête,trop_court
42160,Zozo ɖo hihεn mi wε,J’ai chaud.,trop_court
42179,ayìɖóhwɛɖó,arc,trop_court
42184,čumičumivi jiji,originaire de tchoumi,trop_court
42205,mi sɔ kε mi xwe nabi wε cuku mitɔn ɖo,excusez,trop_court
42220,klóyέέ,le bruit d’un chute légère,trop_court
42220,kpέcέwún,le bruit d’un chute légère,trop_court
42228,hwe wemaxixa towe n'ɛ,prête,trop_court
42236,hein,quoi,trop_court
42239,sìn adăn,tenir fortement,trop_court
42243,ɖè nŭ,dessiner quelque chose,trop_court
42251,nylă nu,blasphémer,trop_court
42251,nylă nu dŏ măwŭ wŭ,blasphémer,trop_court
42256,ko atɔɔn,25,artefact
42257,bo lɛ wu bó,lave,trop_court
42261,Gbɛtɔ́ flá,Il y a beaucoup de monde.,trop_court
42264,afɔligbé,sud,trop_court
42269,nùnámε,générosité,trop_court
42269,xomɛnyinyɔ́,générosité,trop_court
42269,xomɛnyunyɔ́,générosité,trop_court
42273,webɔ̀ webɔ̀,en rang deux par deux,trop_court
42282,fitɛ mi xwe,où allez-vous,trop_court
42284,sún manamanà,gesticuler,trop_court
42284,sún tamatama,gesticuler,trop_court
42285,É ɖò texwè,C’est vertical.,trop_court
42288,nɛ̆ mĭ mɛ̀ gbɔ̆ gbɔ̀n bɔ̀ fún kpó ɖ'é wú,comment avons,trop_court
42294,E ɖɔ,"""Nu a na wa jɛ nukɔn ɔ, e wa gbɔn gudo wɛ a ɖe nɛ""",trop_court
42295,alɔ ɖe ɔ,l'autre main,trop_court
42296,A wà nŭ !,Merci !,trop_court
42298,un nywɛ́ ă,c'est involontaire,trop_court
42299,kwεkúntɔ́,joueur de flûte,trop_court
42299,kpetekúntɔ́,joueur de flûte,trop_court
42311,gbà wɔ̆,s'ouvrir comme du bon manioc à la cuisson,trop_court
42316,un kàn xwé byɔ́,comment vont les gens de ta maison c'est le salut que l'on adresse aux gens très respectables,definition
42318,co hwε ɖe,attention,trop_court
42319,Yetɔn wɛ,C'est le leur.,trop_court
42321,ɖìɖí ta,être chauve,trop_court
42321,sún ta,être chauve,trop_court
42321,ta sún,être chauve,trop_court
42323,Un nɔ sɛn we,Je t'adore.,trop_court
42327,axɔsu,charmant,trop_court
42340,Art nɔ zɛ nǔ lɛ wu.,L'art transcende.,trop_court
42346,sɔ́ nŭ,prépare,trop_court
42349,dín nú,est admis,trop_court
42350,Blo... ɖo,Arranger,trop_court
42351,xlɛ́ mì,prouve-le moi,trop_court
42353,vivɛná cè,mon amour,trop_court
42356,fέɖέ,être fin,trop_court
42356,lwέlwέ,être fin,trop_court
42356,mε̆,être fin,trop_court
42356,wìnní,être fin,trop_court
42372,Alɔ towe ɖíè !,Félicitations !,trop_court
42378,"Xwe ɖokpó, hwà ɖokpó","Une année, un cheveu blanc (Bonne année, bon anniversaire, longue vie).",definition
42383,Aziin ɖiɖa,Arachides bouillies et salées,trop_court
42385,E kɛ̀n,Ca a cessé.,trop_court
42392,lili,action de repasser,trop_court
42392,nùlílí,action de repasser,trop_court
42394,e nă ɖɔ̀ xó x'ɛ́ wɛ́ à,va,trop_court
42400,Zan fífa,Une nuit glaciale.,trop_court
42401,Nă mì hú mɔ̆,Donne-m'en davantage.,trop_court
42404,jlɛ̆ ali è un na sɔ́ é nú mì,montre,trop_court
42405,A ɖo ahan nu wɛ.,Tu buvais.,trop_court
42411,àbă,bras,trop_court
42411,awà,bras,trop_court
42414,Hwevɔ gbε,Le soleil est chaud,trop_court
42416,nùgbóɖíɖɔ́,sincérité,trop_court
42416,xomɛɖiɖɔ,sincérité,trop_court
42417,a wɔn ɖɔ mawu sɛn ɔ gbe ɖɔ enɛ ma ze mɛ ɖevo sin nu ɔ wɛ ă,oublies,trop_court
42424,mì xwé,nous allons à,trop_court
42459,tà afɔ,a piétiné,trop_court
42472,E ɖie,Voici (le),trop_court
42473,évɛwumɛ,c'est dur,trop_court
42475,siká nɔ́ kɛ̀n,l'or brille,trop_court
42478,"Lo ɔ́, Mawu Mavɔmavɔ jló ná vívá kún nú Davídi xwédo ɔ́ ǎ. É jló ná sú kún tɔn dó ǎ, ɖó akpá e é dó nú mɛsɛntɔ́ tɔn Davídi ɖɔ kúnkan tɔn ná ɖu axɔ́sú káká sɔ́yi é wú.",21.7,artefact
42488,azɔnxɛ,hirondelle,trop_court
42489,Vi enɛ lɛ,Ces enfants-là.,trop_court
42496,mì xwé,nous allons au,trop_court
42501,Kpé nukún wǔ.,Prends soin.,trop_court
42505,kú hŭn,tranquillise-toi,trop_court
42513,"Xwe gbantɔ́n (35) wɛ Jozafáti ɖó hwenu e é yi axɔ́súzinkpo jí ɖo Jeluzalɛ́mu é. É ɖu axɔ́sú nú xwe koatɔ́n (25), bó nɔ́ nɔ Jeluzalɛ́mu. Nɔ tɔn nɔ nyí Azuva; Ciluxi ví wɛ.",20.31,artefact
42514,Adiì !,Mais !,trop_court
42516,Wema xóxó lɛ,Livres anciens,trop_court
42532,E fɛ́n,C’est cassé.,trop_court
42535,Gbadé hwínhwán,Du maïs qui a donné de beaux épis.,trop_court
42540,e na su,il grandira,trop_court
42546,klɔ́n sú,annuler un pari,trop_court
42549,sà ɖù,vendre pour se procurer quelque chose,trop_court
42551,Walɔ nyanya,Mauvaise action.,trop_court
42557,jὲ jlɔ̆,réaliser,trop_court
42558,Nɔ abwɛ.,Taisez-vous.,trop_court
42581,Un ɖò nǔ xà wɛ.,Je lisais.,trop_court
42583,afú,brimade,trop_court
42583,afútámε,brimade,trop_court
42583,mεtáfú,brimade,trop_court
42583,mεtáfútáfú,brimade,trop_court
42583,mεtítáfú,brimade,trop_court
42583,táfútáfú,brimade,trop_court
42583,títáfú,brimade,trop_court
42605,kú xomε,ne pas être sociable,trop_court
42610,"Azɔ̌watɔ́ lɛ́ɛ jɛ azɔ̌ jí. Azɔ̌ nyɔ́ wa yětɔn zɔ́n bɔ fí e xwé ɔ́ gblé ɖe lɛ́ɛ ɔ́, yě jɛ blǒbló ɖó jí, bɔ xwé ɔ́ jɛ lě e é ɖe gbɔn ɖ'ayǐ ɔ́, bó syɛ́n ganjí.",24.13,artefact
42614,gŭdò,derrière,trop_court
42614,túnnú,derrière,trop_court
42629,hwelɛkɔ elɔ,cette après,trop_court
42639,Mɛ ɖokpo,Une personne.,trop_court
42655,Kpé nukún wǔ.,Prendre soin.,trop_court
42662,gbà dεὲn,"se renverser en s'éparpillant (pour des céréales maïs, sorgho, haricot...)",trop_court
42672,mɛ nɛ,quelle est cette personne,trop_court
42674,Zɔ̀n mí ì,Précède-moi.,trop_court
42677,asɔn,crabe marrin,trop_court
42680,go yiyi to wé,ton égoisme,trop_court
42682,Lilε do,Rôder,trop_court
42684,afɔlilɔ́,fracture d'une jambe,trop_court
42684,afɔlulɔ́,fracture d'une jambe,trop_court
42698,kɔ glɔε,sous la terre,trop_court
42703,"Xwe afɔtɔn-nukún-ɖokpó wɛ Oziyási ɖó, bó yi axɔ́súzinkpo Judáa tɔn jí ɖo Jeluzalɛ́mu. É ɖu axɔ́sú nú xwe kanɖé wěwe (52). Nɔ tɔn ɔ́, Jeluzalɛ́munu wɛ, bɔ è nɔ ylɔ́ ɛ ɖɔ Yekolia.",26.3,artefact
42707,e yá,ca y est,trop_court
42716,Gɔn ce,Ma maison.,trop_court
42717,É ɖó gɛ̀ n’í,Il a un fait un talisman pour annihiler celui qu’il lui envoyait.,definition
42725,E jí wŭ,C'est affreux.,trop_court
42727,towè,ta,trop_court
42727,wè,ta,trop_court
42748,E yi tεnigbe,A lundi,trop_court
42755,jìjé ayikúngban,remuer la terre,trop_court
42757,ɖŏ è wŭ,s'appliquer à,trop_court
42757,dŏ găn dŏ... wŭ,s'appliquer à,trop_court
42757,syέn wŭ,s'appliquer à,trop_court
42759,tíntɛ́n wú ganjí,frotte,trop_court
42762,mɔ̀wúnkɔ donu εnὲ,le quadruple,trop_court
42766,gbadé fɔ́,maïs nouveau,trop_court
42770,Nyi ɖesu,Moi aussi.,trop_court
42772,amlɔgɔ́ ɖo sinsin mi wɛ̀,j'ai sommeil,trop_court
42782,azan nyanya,mauvais journées,trop_court
42784,gbadé gotín,épis de vidé de ses grains,trop_court
42785,ahannuxwé,buvette,trop_court
42787,afɔkpasúnsúnnú,essuie,trop_court
42793,ɖɔ̀ nùgbó,parler vrai,trop_court
42794,Azɔ̀n húzú,Il est à l’agonie.,trop_court
42799,alágbεdε,forgeron,trop_court
42799,ayatɔ́,forgeron,trop_court
42799,flenɔ̀,forgeron,trop_court
42799,fletuntɔ́,forgeron,trop_court
42799,ganmεnù,forgeron,trop_court
42799,gantuntɔ́,forgeron,trop_court
42799,nùtúntɔ́,forgeron,trop_court
42805,àjɔ̀wèmá,facture,trop_court
42805,àkwέwémá,facture,trop_court
42805,nùxɔ́wémá,facture,trop_court
42806,e nɔ́ dó tagba nú mì,il m'agace,trop_court
42808,afɔɖiɖè,enjambée,trop_court
42808,afɔgà,enjambée,trop_court
42808,aságá,enjambée,trop_court
42812,Mi nɔ̀ acé jí,Tenez-vous prêts.,trop_court
42814,mὲ cacawungá,faire griller les brochettes,trop_court
42815,jè,ternir,trop_court
42815,kú awì,ternir,trop_court
42824,hunsixwè,nom propre d'un enfant,trop_court
42824,hunsú,nom propre d'un enfant,trop_court
42826,"gɛ̌nkpákpɛ, aklasú alɔkpa alɔkpa,","le milan, l'autour et ce qui est de son espèce;",definition
42831,xò zĭn,se remplir de trouble,trop_court
42838,amaxuxò,malédiction,trop_court
42838,nudidó,malédiction,trop_court
42838,nudó,malédiction,trop_court
42838,nudómε,malédiction,trop_court
42838,nududó,malédiction,trop_court
42838,vodúndídó,malédiction,trop_court
42838,vodúndúdó,malédiction,trop_court
42844,byɔ̆ nŭ,demander quelque chose - mendier,trop_court
42854,akpa mitɔn,votre promesse,trop_court
42855,adigoué gbohoun gbohoun,grosses fesses,trop_court
42857,e ɖagbe,c'est bon,trop_court
42860,Un sɔ flín ă,J’ai oublié.,trop_court
42861,"bó ɖe gbeta tɔ́n ɖɔ è nǎ jlá gbɔn Izlayɛ́li to ɔ́ bǐ mɛ, sín Bɛ̌-Ceva ɖo Tofɔligbé káká yi Dan ɖo Totaligbé, bónú mɛ bǐ ná wá Jeluzalɛ́mu bó ná ɖu Dǐndínwáyixwe ɔ́ dó Mawu Mavɔmavɔ, Mawu Izlayɛ́li tɔn ɔ́ tamɛ. Ɖó mɛ gěgé sɔ́ nɔ́ yi ɖu xwe ɔ́ lě e è wlǎn gbɔn ɔ́ ǎ.",30.5,artefact
42866,asidida,mariage,trop_court
42871,kì,bourrer,trop_court
42871,tì,bourrer,trop_court
42874,"É jɛ sɔ ɔ́, mi ná wlí ali bo ná yi mɔ kɛntɔ́ mitɔn lɛ́ɛ. Yě ná gbɔn Tisi kpó ɔ́ jí wá, mi ná mɔ yě ɖo tɔdo ɔ́ tó, ɖo gbětótló Yeluɛli tɔn ɔ́ nukɔn.",20.16,artefact
42883,é sù hwedénu,au revoir,trop_court
42885,kpé nukún wŭ,soigner,trop_court
42885,wlĭbò,soigner,trop_court
42897,flán gbè,parler une langue que l'autre ne comprend pas,trop_court
42902,xɛsi ɖaxó,panique,trop_court
42923,nuɖuɖu gudo,après le manger,trop_court
42927,cí myɔ̀,eteins le feu,trop_court
42932,kú d'ayíjínjɔn,salut à celui qui est assis,trop_court
42945,Jinukúnsin e mɛ sunví lɛ ɖè é,Ciel étoilé,trop_court
42973,sí azɔ̀,oublier (une faute),trop_court
42974,a yi wan nu mi,tu m'aimes,trop_court
42980,E syɛn,Il est puissant.,trop_court
42984,dŏ adăn tamε nú mε,galvaniser quelqu'un,trop_court
42985,sà hùn,cérémonie de réintégration,trop_court
42992,un sɔ flín ă,j'ai oublié,trop_court
42993,wa miɖi ɖounou kpohun,allons,trop_court
42997,byɔ̆ tó mὲ nú mε,introduire,trop_court
42997,sɔ́ d'é mὲ,introduire,trop_court
42997,sɔ́ dŏ é mὲ,introduire,trop_court
43001,vivɛná cè,ma bien,trop_court
43008,axi tó,aux abords du marché,trop_court
43009,kisέdé,palmier à huile au fruit long et orange,trop_court
43009,sέdé,palmier à huile au fruit long et orange,trop_court
43020,ayatɔ́ví ganmεnù,membre de la tribu des forgerons d'abomey,trop_court
43022,"Agbàngbájɛ́, agbàngbɛ́jɛ́","Assiette plate, plat, bassin",trop_court
43024,"Ezekiyási ná gǎnjɛwú mi ɖɔ Mawu Mavɔmavɔ, Mawu mitɔn ná hwlɛ́n mi sín alɔ ce mɛ. Blɛ̌blɛ́ mi wɛ é ɖe. Adɔ kpó sinnugblá kpó wɛ ná hu mi.",32.11,artefact
43032,ayì blùblúnɔ̀,tel quel,trop_court
43032,cεncεɛ̀n,tel quel,trop_court
43032,kpabaà,tel quel,trop_court
43039,gbɔjɛ hwɛ enɛ ɔ gudɔ ɔ a na wa yi,repose,trop_court
43043,E sángánn’ɛ́,Il l’a échappée belle.,trop_court
43049,jĭ wŭ,être merveilleux,trop_court
43071,tamɛ gbigba,casse,trop_court
43073,gogwè,angle,trop_court
43073,gwegwè,angle,trop_court
43073,nùgblágɔ́dɔ́,angle,trop_court
43073,zoè,angle,trop_court
43073,zwè,angle,trop_court
43074,nu tɛ wutu ye ɖo su xo wɛ,pourquoi manifestent,trop_court
43075,a na nu sin kpɛɖe à,est,trop_court
43077,bà sìn,verser de l'eau par terre pour une libation,trop_court
43089,dégbédégbé,tout entier,trop_court
43089,kpétè,tout entier,trop_court
43100,Nùkúkó wɛ̀ ă,C’est sérieux.,trop_court
43119,gbetɔ́hla,énergumène,trop_court
43119,langbεtɔ́,énergumène,trop_court
43119,lanjɔmɔ̀,énergumène,trop_court
43120,"Zikli ahwanfuntɔ́ ɖaxó Eflayímunu ɔ́ hu Maaseyahu axɔ́sú ɔ́ sín vǐ. É lɛ́ hu Azlikámu hɔnmɛ gán ɔ́ kpó Ɛlukana, ahwangán axɔ́sú ɔ́ tɔn kpó.",28.7,artefact
43130,Nya ɖɛkpɛɖɛkpɛ.,Homme élégant.,trop_court
43131,zanyanadovi jiji,originaire de zagnanado,trop_court
43140,nùwíwá,action,trop_court
43140,nùwúwá,action,trop_court
43140,wiwa,action,trop_court
43145,É ɖò axó dó wɛ̀,Il crie.,trop_court
43151,"Wàséce, sece",Sorte de gri-gri,trop_court
43154,awlinmɛnú,hypocrisie,trop_court
43155,afɔgbɛnnu,talon,trop_court
43158,Nùmájɛ́gan wɛ̀,C'est inconvenant.,trop_court
43162,asi ɔ,la femme,trop_court
43174,aní wɛ́ jɔ̀,qu'est,trop_court
43176,yă wŭ bló,fais vite,trop_court
43186,"Yě sí te bó gba vɔ̌sákpe e jí è nɔ sá vɔ̌ nú vodún ɖe ɖo Jeluzalɛ́mu lɛ́ɛ kpó éé jí è nɔ dó zǎlínkpɔ́n zo nú vodún ɖe lɛ́ɛ bǐ kpó, bó bɛ́ yě kɔn nyi Sedlɔ́n tɔdo ɔ́ mɛ.",30.14,artefact
43190,vi mi nɔ do alɔ nu mi ɖe lε,enfants aidez,trop_court
43191,kanwe atɔɔn nukun ɖokpo,86,artefact
43197,un yi wan nu wé,je t'aime,trop_court
43207,gbɛtɔ́ nukúnɖéjí,une personne illustre,trop_court
43208,Kun sɔ,Aller à cheval,trop_court
43209,awé mítɔn lɛ,nos potes,trop_court
43211,páskwa dlɔ̀dlɔ́,veillée pascale,trop_court
43214,akpò,colère,trop_court
43222,sú gbă,former une croûte,trop_court
43230,E kó wá sɔgbe ɔ́,A l’avenir.,trop_court
43236,adingbannɔ̀,menteur,trop_court
43236,awogbogbo,menteur,trop_court
43236,awonɔ̀,menteur,trop_court
43236,awosì,menteur,trop_court
43236,lεgεdεnɔ̀,menteur,trop_court
43236,nùhízítɔ́,menteur,trop_court
43236,nuvudoto,menteur,trop_court
43243,jlɛ̀ xwé tówé nú mì,décris,trop_court
43249,n'abɔέ,garde le silence,trop_court
43254,Ye yi wan nu yeɖee,Ils s'aiment,trop_court
43255,E hwɛ́n,Il est amusant.,trop_court
43259,dɔ̀n mε,séduire,trop_court
43259,gblĕ,séduire,trop_court
43259,hὲn mε gblé,séduire,trop_court
43267,nɛ a nɔ blo nuɖuɖu ɖagbe gbɔn,comment fais,trop_court
43269,Sɛ̀ wù xwé ná !,Abrège !,trop_court
43275,"Ma sin xomɛ ó, un ɖo wiwa wɛ.","Désolé, j’arrive.",trop_court
43283,E tíìn,Il y en a.,trop_court
43285,E jăwè,Il arrive.,trop_court
43290,Wǎn ɖagbeɖagbe,Parfum délicat,trop_court
43292,lansɔjí,quartier du marché réservé à la viande,trop_court
43292,lansɔnu,quartier du marché réservé à la viande,trop_court
43295,myɔkpà,brûlure,trop_court
43295,zokpà,brûlure,trop_court
43297,D'áyi xomɛ̀,Fais attention.,trop_court
43307,mi lɛkɔ,retournons,trop_court
43308,a ɖe à,te portes,trop_court
43310,hwlε̆n,délivrer,trop_court
43310,hwlε̆n găn,délivrer,trop_court
43310,jŏ nyì tè,délivrer,trop_court
43314,jì bɛ́,la pluie a commencé,trop_court
43317,Awɔntin gaga,Long nez.,trop_court
43318,Un tɔ́n.,je suis sorti.,trop_court
43328,Sinnu gbla sin mi,J'ai soif,trop_court
43330,gbɔ̀ azɔ̀n nú mε,guérir quelqu'un,trop_court
43332,fayikò,sans crainte,trop_court
43332,wosaàn,sans crainte,trop_court
43332,woyaà,sans crainte,trop_court
43334,azɔ̀n nabiɖé,quelquefois,trop_court
43337,e ɖŏ alɔ̀ kɔ̀,il a reposé le cou sur sa main pour une personne âgée morte sur la natte,definition
43340,mi glá,soyez audacieux,trop_court
43347,klέklέ kúnkɔ́n,beignet réchauffé dans l’huile,trop_court
43356,Ye yi wan nu we,Ils t’aiment,trop_court
43358,"Ayǐhɔ́ngbe tɔn zǎnzǎn tɛɛn ɔ́, yě bǐ jɛ ali ɖidó Tekowa sín gbětótló ɔ́ mɛ. Hwenu e yě jló ná jɛ ali ɔ́, Jozafáti wá ɖɔ nú yě ɖɔ: “Judáanu e mi, Jeluzalɛ́munu e mi, mi ɖótó mì. Mi ɖeji dó Mawu Mavɔmavɔ, Mawu mitɔn wú; énɛ́ ɔ́, é ná dó wǔsyɛ́n lanmɛ nú mi. Mi ɖeji dó gbeyíɖɔ tɔn lɛ́ɛ wú; énɛ́ ɔ́, mi ná ɖuɖéjí.”",20.20,artefact
43361,"Yě mɛ e wá kplé ɖo Mawu xwé gbe lɛ́ɛ bǐ jɛ akɔ dó lě e è nǎ sɔ́ axɔ́sú ɔ́ gbɔn ɔ́ tamɛ, bɔ Yexoyada ɖɔ nú yě ɖɔ: Joasi axɔ́sú ví ɔ́ ɖíe; é wɛ ɖó ná ɖu axɔ́sú lě e Mawu Mavɔmavɔ ɖɔ gbɔn dó Davídi ví lɛ́ɛ wú é.",23.3,artefact
43362,Nɔte ɖò fí.,Attends ici.,trop_court
43364,a ɖo woxuxu mɛ we à,est,trop_court
43366,amasìn,remède,trop_court
43367,Kpódó wùyíyá kpán,Avec rapidité.,trop_court
43373,xò àsí,frapper dans ses mains pour appeler,trop_court
43373,xò kpɛ́,frapper dans ses mains pour appeler,trop_court
43375,Sun tɔ́n,La lune s’est levée.,trop_court
43380,Ku d’ayijunjɔn,Bonne assise.,trop_court
43387,Wɔxuxu butebu,Un pain entier.,trop_court
43388,Mì nú ma ɖidó,Partons.,trop_court
43401,ɖŏ gbesɔ̀,lancer une convocation,trop_court
43403,fún jɔ̀,tituber,trop_court
43403,fún sà,tituber,trop_court
43408,ayisɔnmɔ̀,la fois passée,trop_court
43410,galí xayaxayà,gari grossier,trop_court
43415,vlɔ̆ asá,écarter les gens,trop_court
43416,etɛ wɛ jɛ bɔ mi wa,qu'est,trop_court
43420,Yè kíjá,Ils se sont dispersés.,trop_court
43436,e gɔ,c'est plein,trop_court
43441,mi nɔ́ y'àvĭ,vous pleurez,trop_court
43442,Kanwe nukun atɔɔn,85,artefact
43443,Awii gege,Plusieurs chats,trop_court
43456,bɔ́yá wɛ̀ a na mɔ́ mí sɔ̀,peut,trop_court
43458,Kúlu e ɖò jiji wɛ lɛ é.,Couleurs éclatantes.,trop_court
43463,xó jɛ́n wɛ̀,quelle histoire,trop_court
43465,Nukplɔnkplɔn vo,Une leçon spéciale,trop_court
43466,"Énɛ́ ɔ́ gúdo ɔ́, yě ɖa éé nyí yědɛɛ lɛ́ɛ kpó vɔ̌sánú-xwlémawutɔ́ lɛ́ɛ kpó tɔn lɛ́ɛ, ɖó vɔ̌sánú-xwlémawutɔ́ Aalɔ́ɔn ví lɛ́ɛ ɔ́, yě ɖo vɔ̌ e è nɔ dó zo lɛ́ɛ sá wɛ, bó ɖo jǒ lɛ́ɛ dó zo wɛ káká bɔ zǎn kú. Nǔ e wútu Levíi ví lɛ́ɛ ɖa éé nyí yědɛɛ lɛ́ɛ ɖésú tɔn lɛ́ɛ kpó vɔ̌sánú-xwlémawutɔ́ Aalɔ́ɔn ví lɛ́ɛ kpó tɔn ɔ́ nɛ́.",35.14,artefact
43475,kpɔwun ko,cinq cent francs vingt,trop_court
43495,yĭ,tiens prends,trop_court
43496,ayihúndídá,badinage,trop_court
43496,dafέ,badinage,trop_court
43496,ɖɔɖɔ̀,badinage,trop_court
43496,ayihúndá,badinage,trop_court
43498,hɛn syɛ́nsyɛ́n,tiens fermement,trop_court
43508,anɔ,sein,trop_court
43509,Kpɔn zansukpɛ,Regarde le moustique.,trop_court
43512,e nɔ mɔ,il rencontre,trop_court
43516,Hùn flɛtɛli ɔ,Fenêtre ouverte,trop_court
43526,cákwécákwé,tout desséché,trop_court
43526,klácóklácó,tout desséché,trop_court
43526,tákwétákwé,tout desséché,trop_court
43530,kún... ó,adverbe de négation,trop_court
43531,Ɖɔ yɛxo,Raconter une histoire merveilleuse.,trop_court
43532,lɛ̀ vɔ̀ xó nɛ́ ɔ́ ɖɔ́ nú mì,redis,trop_court
43534,a ɖo ɖagbe à,comment vas,trop_court
43535,mε mŭ,personne étrangère à un groupe,trop_court
43541,Mi sɔ́ mì.,Excuse-moi.,trop_court
43556,etε wutu a sa sin wewe ɖo do ɔ,pourquoi as,trop_court
43559,gbɔjɛ́,repose,trop_court
43561,etε mi nɔ blo nu mi byɔ azɔxɔ mε ɔ,que faites,trop_court
43563,yakpɔ́vú,enfant (fille ou garçon),trop_court
43563,yɔkpɔ́vú,enfant (fille ou garçon),trop_court
43569,sinnugblà,soif,trop_court
43569,xò bò,soif,trop_court
43572,wa ylɔ e,l'appela,trop_court
43575,Xɛsi ɖi mi.,J’ai peur.,trop_court
43586,kísá gbadé,égrener le maïs,trop_court
43591,ajikwín,graine,trop_court
43599,ee é ɖɔ̀ mɔ̀ ɔ́ é yí ylɔ́ nɔví tɔ̀n maliá bó ɖè kp'ɛ́ ɖɔ̀,là,trop_court
43603,nɔxwe ou nɔxwi,nom propre du lac qui baigne la ville de cotonou,definition
43605,a ɖò yà dó nú mí wɛ̀,tu m'embêtes,trop_court
43609,atínxwlέnú,rabot,trop_court
43609,nùxwlénú,rabot,trop_court
43614,ganɖotɔ́,gongonneur,trop_court
43614,ganxúxútɔ́,gongonneur,trop_court
43622,lε̆n àkwε,rendre des comptes,trop_court
43624,lε bi,tous,trop_court
43625,E jí ná,Il en est fier (de la moto qu’il va acheter).,definition
43641,é húzú,c'est changé,trop_court
43647,ɖounou kpohun,manges seulement,trop_court
43648,nyὲ hùn,saigner par l'anus,trop_court
43650,Myɔ elɔ,Ce feu.,trop_court
43653,A ɖò jǐ yì wɛ.,Tu descendais.,trop_court
43659,zănzăn futufutù,de bon matin,trop_court
43660,akà,méchanceté,trop_court
43660,alànnŭ,méchanceté,trop_court
43660,dàcí,méchanceté,trop_court
43660,dàkáxomεwú,méchanceté,trop_court
43660,dàkáxúxó,méchanceté,trop_court
43660,dànŭ,méchanceté,trop_court
43660,hun nylanylá,méchanceté,trop_court
43660,hunnylanylá,méchanceté,trop_court
43661,mεyiyí,accueil,trop_court
43661,nɔzodɔndówŭ,accueil,trop_court
43662,akɔwe,jeune intellectuelle,trop_court
43669,kέncέnkέncέn,maladif,trop_court
43669,kέncέέn,maladif,trop_court
43682,sà hlɔ̀nhlɔ́n,se dépenser,trop_court
