fon|fr|sentiment_final
ayatɔ́ví ganmεnù|membre de la tribu des forgerons d'abomey|0
sín gbe nɛ́ gbé ɔ́|depuis ce jour-là|0
Agbàngbájɛ́, agbàngbɛ́jɛ́|Assiette plate, plat, bassin|0
Ma ɖó tó là gbé ó, nyi gbe wɛ̀ a na ɖó tó|N’écoute pas la voix du kob, c’est la voix du boeuf que tu écouteras.|0
Ezekiyási ná gǎnjɛwú mi ɖɔ Mawu Mavɔmavɔ, Mawu mitɔn ná hwlɛ́n mi sín alɔ ce mɛ. Blɛ̌blɛ́ mi wɛ é ɖe. Adɔ kpó sinnugblá kpó wɛ ná hu mi.|32.11|0
Nǔxokpɔ́n bo na dó sixu yì nukɔn.|Douter pour avancer.|0
Nyǐ alɔ nú adohu adohu.|Évitez le stress.|2
Un hɛn nǔ e a ɖɔ lɛ́ɛ ayi mɛ, bó ma wá hu hwɛ dó we ó.|Je serre dans mon cœur ce que tu as dit, pour ne pas pécher contre toi.|0
Kpodó mi kpó, kpódó awǎjíjɛ kpó.|Avec toi volontiers.|2
tɔ ce ɔ atinkpatɔ wɛ|mon père est menuisier|0
Nǔgbo ɔ, xógbe klewun klewun 30 (xókwín 2-5) e ɖɔ xó dó ajɔ̌wiwa jí lɛ é ɖíe, ɖò Flanségbe mɛ:|ien sûr, voici 30 phrases très courtes (2-5 mots) sur le thème du commerce, en français :|0
Lo ɔ́, éɖée wɛ é fɔ mɛhulínnyánú énɛ́ lɛ́ɛ ɖ'ayǐ ná, éɖée wɛ é tlɔ́ gǎ ɖ'ayǐ ná, gǎ e nɔ́ dó nǔ zo é ɖ'ayǐ ná.|Il dirige sur lui des traits meurtriers, Il rend ses flèches brûlantes.|1
ayì blùblúnɔ̀ - cεncεɛ̀n - kpabaà|tel quel|0
tɔ ce klo|mon papa est gros|0
Afɔ ce lɛ́ kó jɛ̀ mɛ̀ ă|Je sens encore de la fatigue dans les jambes.|0
A cɔ ajotɔ ɔ bɛ sin fitε ?|Tu as guetté le voleur à partir d’où ?|0
vi lɛ nɔ ɖe gbakun yetɔn lɛ nu ye ɖo xo ɖɔ nu mɛsi yetɔn wɛ ɔ|les enfants retirent leur casquette quand ils parlent à leur maître|0
wă è a wà wɛ́ nyɔ́ afɔ nú wè|heureusement que tu es venu|2
un ɖo yovotomɛ|je suis en europe|0
gbɔjɛ hwɛ enɛ ɔ gudɔ ɔ a na wa yi|repose|0
Ahàn élɔ́ fá|Cet alcool manque de force.|1
nyɛ wɛ̀ nyí lɛngbɔ́nyítɔ́ ɖagbe ɔ́|je suis le bon pasteur|2
é jɛ̀ alɔ ce mɛ jaà|j'ai saisi la chose définitivement|0
E sángánn’ɛ́|Il l’a échappée belle.|2
etɛ́ wútú má ká wɛ̀|et pourquoi pas|0
Arinɔla kun mɔto|Arinola a conduit une voiture.|0
Nɔ nyì alɔ nú azɔ.|Éviter le tabac.|2
xwè vĭ dŏ amlɔ̀ mὲ - xwè xĭ dlɔ̆ mὲ|endormir un enfant|0
É xɔ awu vɔvɔ ɔ ǎ, loɔ, é xɔ blɔɖó ɔ, bɔ é xɔ akwɛ bo lɛ́ nyɔ́ kpɔ́n.|Elle n’a pas acheté la robe rouge, mais la bleue, qui était moins chère et plus confortable.|0
jĭ wŭ|être merveilleux|2
Atin mɔ nɔ wɛn d'aganma'lɔ mɛ. Dɛdɛ Lisa.|Un bois ne casse pas dans la main du caméléon. Le caméléon fait tout doux.|0
Ðó axi mǐtɔn sín akpáxwé ɖiɖekpo wutu ɔ, gǎn e ɖò azɔ̌ ɔ nu lɛ é wá gbeta ɔ kɔn bo na bɛ́ nǔjlɛdonǔwu ɖé b’ɛ na sɔgbe xá tuto akwɛzinzan tɔn mǐtɔn kpo nǔ e mǐ nɔ sà lɛ é kpo.|Face à l'érosion de notre part de marché, la direction a décidé de lancer un audit complet de notre politique tarifaire et de notre mix marketing.|1
Bɔ Cámu, Kanáa tɔ́ ɔ́ mɔ tɔ́ ɔ́ ɖo mɛ̌, bó yi ɖɔ nú nɔví tɔn we ɖě lɛ́ɛ ɖo kɔ́xo.|Cham, père de Canaan, vit la nudité de son père, et il le rapporta dehors à ses deux frères.|1
Mi ɖo na yi wan nu mɛjitɔ mitɔn lɛ|Nous devons aimer nos parents.|2
nufló aga tɔ̀n|la lèvre supérieure|0
akpa ce flé hăn|ma plaie a pelé la croûte est partie|1
Axɔ́sú Ejípu tɔn ɔ́ ylɔ́ nyɔ̌nu e nɔ́ nɔ aji nú nyɔ̌nu Eblée lɛ́ɛ bó ɖɔ xó nú yě lɔmɔ̌; nyɔ̌nu énɛ́ lɛ́ɛ ɖokpó nɔ́ nyí Ciflá bɔ ɖokpó nɔ́ nyí Púwa.|Le roi d'Égypte parla aussi aux sages-femmes des Hébreux, nommées l'une Schiphra, et l'autre Pua.|0
Bo na kupe fi ɖevo, bo na lɛ a na fi ɖevo|Et on coupera dans une zone, et on redonnera dans une autre zone.|0
Mi kpo ɖo nuɖuɖuxɔsa ɔ mɛ|Nous étions encore dans la salle à manger.|0
gbɛtɔ gege ɖo ali ɔ ji|il y a beaucoup de gens dans la rue|0
axɔ́sú ɔ́ ɖo ahohó e ɖo Súzi tota ɔ́ mɛ é mɛ,|et le roi Assuérus était alors assis sur son trône royal à Suse, dans la capitale.|0
Kenázi ví lɛ́ɛ ɖíe: Ɔtiniyɛ́li kpó Selaya kpó; Ɔtiniyɛ́li ji Hatáti kpó Mɛwɔnɔtayi kpó.|Fils de Kenaz : Othniel et Seraja. Fils d'Othniel : Hathath.|0
Fun tɔn lɛ klo wɛ a ?|Est-ce qu'il a le poil long ?|0
Ényí mɛ ɔ́ kpé wú bó ɖu ɖo jǐ ce bó hu mì ɔ́, mǐdɛɛ lɛ́ɛ ná húzú kannumɔ mitɔn, bó ná nɔ wa azɔ̌ nú mi. Lo ɔ́, ényí nyɛ wɛ kpé wú bó ɖu ɖo jǐ tɔn, bó hu i ɔ́, midɛɛ lɛ́ɛ ná nyí kannumɔ mǐtɔn, bó ná nɔ́ wa azɔ̌ nú mǐ.”|S'il peut me battre et qu'il me tue, nous vous serons assujettis ; mais si je l'emporte sur lui et que je le tue, vous nous serez assujettis et vous nous servirez.|1
Hun ɖe ɖyɔ ɔ, wefɔ tɔn nɔ ɖyɔ.|Quand le tam-tam change, les pas de danse changent aussi|0
Ee é tɔ́n gudo é ɔ, é kpé Pɔlu.|Après être sorti, il a rencontré Paul.|0
é kó yì bă ă|ce n'est pas encore de niveau|1
zozo ɖebu hɛn mi a|je n'ai pas du tout chaud|0
Ényí Mawu Mavɔmavɔ ma ko nyí mɔ̌ nú mì ǎ ɔ́, lǐndɔ̌n ce ná ko yi maɖɔnǔxwɛ xóxó;|Si le Seigneur n’était pas mon secours, je serais bien vite dans la demeure du silence.|1
ahwanfuntɔ lɛ sa xwe ɖo mɛ lɛ gɔn|les soldats sont logés chez les habitants|0
Nukúnmɛ tɔn gɔngɔn ɔ xlɛ́ aluwɛ ɖaxó ɖé.|Son regard profond reflétait une immense tristesse.|1
tamɛ gbigba|casse|1
Nu emi se ɖo fi ɔ, mi na sɔ jɛ nukɔntɔn bo ɖo a.|Tout ce que tu entends ici, tu ne peux pas aller raconter ailleurs.|1
gogwè - gwegwè - nùgblágɔ́dɔ́ - zoè - zwè|angle|0
nu tɛ wutu ye ɖo su xo wɛ|pourquoi manifestent|0
a na nu sin kpɛɖe à|est|0
Nǔ e è nɔ flín é nɔ nɔ gbeji ɖò nǔjɔnǔ mɛ ǎ; é nɔ wɔn nǔ bo na dó hɛn hwenu e mǐ ɖè é wěwé, lobo na flín nǔ e ɖò taji lɛ é.|La mémoire n’est pas fidèle par hasard ; elle oublie pour alléger le présent et se souvenir de l’essentiel.|0
bà sìn - bà sìn kɔ̀n ny’àyĭ|verser de l'eau par terre pour une libation|0
é fyá jăwe kpódó gbɛtɔ́ afɔwè kpán|il arriva en toute hâte avec quatre cents hommes|0
Nε mi ɖo gbɔjε zan mitɔn ɖu gbɔn wε ?|Comment se passent vos vacances ?|0
Tɛ́n gyankpa élɔ́ nú mì|Forge-moi ce coupe-coupe.|0
Atá ɔ́ cí biwùn|Le gâteau est bombé.|0
Maadocée ɖɔ nǔ e jɛ lɛ́ɛ bǐ n'i. Đo ta jí ɔ́, é ɖɔ akwɛ́ nabí e Hamáa ɖɔ nú è hu Jwifu lɛ́ɛ bǐ ɔ́, émí ná kɔn dó axɔ́sú ɔ́ sín gbǎ mɛ ɔ́ n'i.|Et Mardochée lui raconta tout ce qui lui était arrivé, et lui indiqua la somme d'argent qu'Haman avait promis de livrer au trésor du roi en retour du massacre des Juifs.|0
e zán akwɛ́ nyidò|il a gaspillé de l'argent|1
un sè ɖò mɛ nu|je l'ai entendu dire|0
Azɔmɛví wɛ́ nú mì|Je suis écolier.|0
Awǎjijɛ ɖaxó wɛ é nyí ɖɔ un lɛ́vɔ mɔ we ɖò hwenu enɛ bǐ gudo.|Quelle joie immense de te retrouver après tout ce temps.|2
nǔ weɖé jɛ́n é ná mì|il ne m'en a donné que quelques|1
Mi ɖo mǐmɛ́ jí oo, mi ma ɖo mǐmɛ́ jí oo, mi hɛn ɔ́, mi ná ɖu lan ɔ́ agbanlín abǐ hwǐn lan wɛ ɖɔhun.|Tu en mangeras comme on mange de la gazelle et du cerf ; celui qui sera impur, et celui qui sera pur en mangeront l'un et l'autre.|0
dégbédégbé - kpétè|tout entier|0
Mawu ce, hwenu e a ɖo togun towe nu ɔ́, hwenu e a zun zɔnlin ɖo gbětótló mɛ ɔ́, Agbɔ̌n|O Dieu ! quand tu sortis à la tête de ton peuple, Quand tu marchais dans le désert,-Pause.|0
bòjlɛ́tɔ́ ɔ́ ɖò bògbé sá wɛ̀|le magicien est en train de prononcer une incantation|0
Énɛ́ ɔ́, yě sú xó ylɔ́ Mawu Mavɔmavɔ ɖɔ é ní wá gɔ́ alɔ nú émí; yě ɖɔ n'i ɖɔ: “Mǐ hu hwɛ dó we, ɖó mǐ jǒ hwi mɛ e nyí Mawu mǐtɔn ɔ́ dó, bó sɛn vodún Baalu lɛ́ɛ.”|Les enfants d'Israël crièrent à l'Éternel, en disant : Nous avons péché contre toi, car nous avons abandonné notre Dieu et nous avons servi les  Baals.|1
a ɖu sù nú mí ɖésú|tu m'as gravement offensé|1
Xu na wlú bó ná w’àdaàn káká|La mer sera très agitée et fera un grand fracas.|1
etɛ́ ká ɖiè|qu'est-ce donc que ceci|0
nɛ na d'amlɔ gbɔn|comment vais-je dormir|0
Enyi ganxixo ɔ xò tlolo ɔ, a na zán alɔkɛ́ ɖaxó ɖaxó lɛ dó ɖè gannu ɔ sín myɔkán ɔ mɛ.|Dès la sonnerie, retirez le plat du four en utilisant des maniques isolantes épaisses.|0
e nyi nu ti ă|ça ne veut rien dire|0
akwɛ́ ɖò tɔ́ cé sín vatɛ́ mɛ̀ gbidiì|il y a de l'argent en quantité dans le cache-sexe de mon père|0
Nùkúkó wɛ̀ ă|C’est sérieux.|1
Wɔ ɔ ɖatin, asikɛ kpo gannu lɛ kpo|L’instrument pour remuer la pâte, la palette avec les bols|0
mɔ̆to wɛ̀ é dó wá|il est venu en voiture|0
Nǔ e nyí Izlayɛ́li ví ɖě lɛ́ɛ tɔn lɛ́ɛ ɔ́, a nǎ zé gbɛtɔ́ ɖokpó ɖo gbɛtɔ́ kanɖé wǒ (50) jí, nyibú ɖokpó ɖo nyibú kanɖé wǒ (50) jí, tócí ɖokpó ɖo tócí kanɖé wǒ (50) jí, lɛ̌ngbɔ́ ɖokpó ɖo lɛ̌ngbɔ́ kanɖé wǒ (50) jí, bó ná bló nǔ ɖokpó ɔ́ nú kanlin alɔkpa alɔkpa lɛ́ɛ bǐ; a nǎ bɛ́ nǔ énɛ́ lɛ́ɛ e a jɔ ɔ́ nú Levíi ví e nɔ́ kpé nukún dó nyɛ Mawu Mavɔmavɔ sín nɔtɛn wú lɛ́ɛ é.”|Et sur la moitié qui revient aux enfants d'Israël tu prendras un sur cinquante, tant des personnes que des boeufs, des ânes et des brebis, detout animal ; et tu le donneras aux Lévites, qui ont la garde du tabernacle de l'Éternel.|0
È nǎ sá kpowun ǎ, mɛɖé ká ná zé nǔ e è cáká dó bló ná lɛ́ɛ dó bló mɔ̌hunkɔtɔn ɖěvo ná ǎ. Ami e è nɔ kɔn dó ta nú mɛ dó ɖe mɛ ɖó vo nú Mawu é wɛ é nyí, bɔ mi ná nɔ́ mɔ dó mɔ nǔ mímɛ́.|On n'en répandra point sur le corps d'un homme, et vous n'en ferez point de semblable, dans les mêmes proportions; elle est sainte, et vous la regarderez comme sainte.|0
E ɖɔ xo towe ɖɔ wɛ ɖo gbavinukpɛnnɔ mɛ|On parle de toi à la télé.|0
Ma nu azɔ ó.|Ne fume pas.|0
Un na mitɔn trolo din|Je suis à vous tout de suite.|0
Hwetεnu e na lεkɔ wa ?|Quand va-t-il revenir ?|0
e gbɛ́ zizɛ|il refuse de se ranger|1
un ɖò ɖagbe|je vais bien|2
enyí gàn ná kó vɔ́ ɖ'así cè à ɔ́ un na bló jɛ́n wɛ̀|tant que je le pourrai je le ferai|0
lĕe é ɖé gbɔn din ɔ nɛ́|c'est à la mode|0
E ɖò hɔn nukɔ̀n|Il est à l'entrée.|0
Mɛ ɖokpó ka tíin, bó kó wa azɔ̌ ɖo Sawúlu xwé ɖ'ayǐ, bɔ è kplá ɛ wá nú Davídi. È nɔ ylɔ́ mɛsɛntɔ́ ɔ́ ɖɔ Siva. È kplá ɛ wá bɔ Davídi kanbyɔ́ ɛ ɖɔ: “Hwi wɛ nyí Siva a?” Bɔ é yí gbe n'i ɖɔ: “Ɛɛn nyɛ wɛ.”|Il y avait un serviteur de la maison de Saül, nommé Tsiba, que l'on fit venir auprès de David. Le roi lui dit : Es-tu Tsiba ? Et il répondit : Ton serviteur !|0
A ka na ɖò gbesisɔmɛ bo na zán hwenu klewun ɖé à? Nǔnywɛ e a ɖó dó ninɔmɛ e ɖò tagba dó nú mì wɛ é ɖé wu é na sù nukún ce mɛ tawun.|Accepteriez-vous de m'accorder un instant ? J'aurais grand besoin de votre éclairage avisé sur une situation qui me préoccupe.|0
E kpò kpɛɖé sunzan élɔ́ ná fó|Ce mois va bientôt finir.|0
Nukúnnúmɔjɛnǔmɛ mitɔn lɛ na sù nukún mǐtɔn mɛ tawun bo na dó ɖɔ hwɛ xá tagba e ɖò to ɔ mɛ bo ko ɖò jijɛ wɛ sín sun mɔkpan ɖíe é.|Nous aurions grand besoin de vos lumières pour arbitrer ce conflit interne qui perdure depuis des mois.|0
Nǔwiwa nɔ zɔ́n bɔ nǔ nɔ nyí mɛ maɖóblɔ̌.|C’est en forgeant qu’on devient forgeron.|0
gbetɔ́hla - langbεtɔ́ - lanjɔmɔ̀|énergumène|0
Zikli ahwanfuntɔ́ ɖaxó Eflayímunu ɔ́ hu Maaseyahu axɔ́sú ɔ́ sín vǐ. É lɛ́ hu Azlikámu hɔnmɛ gán ɔ́ kpó Ɛlukana, ahwangán axɔ́sú ɔ́ tɔn kpó.|28.7|0
mi yi toxomɛ̀|nous êtes allés en ville|0
Gbeɖé, a kplá mǐ yi to e mɛ nyibúnɔ́sin kpó wǐin kpó ɖo sisa wɛ ɖe ɔ́ mɛ ǎ. A nǎ gle mǐ ǎ, a ka ná vǐwungbo mǐ ǎ. Nukúntíntɔ́nnɔ lɛ́ɛ wɛ a ka kpé nǔ xá wɛ a vɛdó a? Mǐ jǎwe ǎ, mǐ gbɛ́!”|Et ce n'est pas dans un pays où coulent le lait et le miel que tu nous as menés, ce ne sont pas des champs et des vignes que tu nous as donnés en possession. Penses-tu crever les yeux de ces gens? Nous ne monterons pas.|1
Adoxwɛ e mɛ nǔ lɛ bǐ ɖè é.|Cuisine entièrement équipée.|0
É nɔ́ dlɛ́n sí tɔn, bɔ é nɔ́ syɛ́n sɛ́dlutín ɖɔhun; kan e ɖo asá tɔn wú lɛ́ɛ ɖě xásá dó ɖě mɛ.|Il plie sa queue aussi ferme qu'un cèdre; Les nerfs de ses cuisses sont entrelacés ;|0
Enyi a nɔ xwedó tuto agbaza towe tɔn e sɔgbe xá agbaza towe é ɔ, é nɔ hɛn nǔ e nɔ cyɔn alɔ agbaza towe jí é ɖó te, bo nɔ lɛ́ zɔ́n bɔ a nɔ kpò.|Adopter une routine de soins adaptée à son type de peau préserve sa barrière cutanée et retarde le vieillissement.|0
Un sɔ sixú nɔ te kpɔn aklunɔzangbe gblamɛ fifó ɔ ǎ.|Vivement le week-end.|2
wă è a wa ɔ́ víví nú mì|je suis heureux que tu sois venu|2
Akan ati ɖokpo|Un sac de charbon.|0
Xó ɖésŭ wɛ̀ !|Quelle affaire !|1
Nya ɖɛkpɛɖɛkpɛ.|Homme élégant.|0
zanyanadovi jiji|originaire de zagnanado|0
A ɖo te kpɔn pipan ɔ|Tu attends le train.|0
Toɖémɛnu lɛ́ tíin hwenɛ́nu bó nɔ́ fún ahwan tlala|Il y avait en ce temps-là des étrangers qui faisaient la guerre à outrance.|1
Avɔ wɛ nɔ zɔ́n bɔ è nɔ ɖó vo ǎ.|L'habit ne fait pas.|0
Kpɛn ɔ́ bíbɔ́|La papaye est molle.|1
un yí hwɛ ce lɛ́ bĭ gbè|j'ai dit tous mes péchés|1
“Mɔ̌ ɖokpó ɔ́, a nǎ kplá Aalɔ́ɔn kpódó vǐ tɔn súnnu lɛ́ɛ kpó wá goxɔ ɔ́ nukɔn; fínɛ́ wɛ un ná ɖɔ xó xá togun ɔ́ ɖe, bó ná zé sin dó slá wǔ nú yě.|Tu feras avancer Aaron et ses fils vers l'entrée de la tente d'assignation, et tu les laveras avec de l'eau.|0
Mɛ tɛ́ lɛ́ ká nɛ́ ?|Quelles sont ces personnes-là ?|0
Un wá azăn'tɔn ɖiè|Je suis venu il y a trois jours.|0
nùwíwá - nùwúwá - wiwa|action|0
Bo na dó gló azɔnkwín lɛ ɔ, mi nɔ klɔ́ alɔ mitɔn lɛ hwɛhwɛ.|Pour prévenir les virus, lavez-vous souvent les mains.|0
mɛ ɖagbé wɛ̀|il est agréable|2
Axɔ́sú Salomɔ́ɔ zɔ́n bɔ è blǒ gǎglónú ɖaxó ɖaxó afɔɖé n'i bó tɛ́ siká dó yě wú. Siká kilóo ayizɛ́n wɛ è tɛ́ dó gǎglónú ɖokpó ɖokpó wú.|Le roi Salomon fit deux cents grands boucliers d'or battu, pour chacun desquels il employa six cents sicles d'or,|0
nuwá'zán ɔ́ glín|la cérémonie a été ajournée|1
É ɖò axó dó wɛ̀|Il crie.|1
A nǎ sɔ́ gankpo dó gba yě ná; a nǎ gba yě hánnyá kozɛ́n ɖɔhun.’ ”|Tu les briseras avec une verge de fer, Tu les briseras comme le vase d'un potier.|1
Nǔɖé ɖo akɔjijɛgbá ɔ́ mɛ zɛ awǐnnyatɛ we e Mɔyízi bɛ́ d'é mɛ ɖo Holɛ́bu, hwenu e Izlayɛ́li ví lɛ́ɛ tɔ́n sín Ejípu, bɔ Mawu Mavɔmavɔ jɛ akɔ xá yě ɔ́ wú ǎ.|Il n'y avait dans l'arche que les deux tables de pierre, que Moïse y  déposa en Horeb, lorsque l'Éternel fit alliance avec les enfants d'Israël, à  leur sortie du pays d’Egypte.|0
é mɔ ɛ̀ sɛ́ dó ɖ'alixò|il l'a a aperçu sur le chemin|0
Xwe nabi vi mitɔn nyɔnu ɔ ɖo ?|Quel âge a votre fille ?|0
Xó nɛ́ lɛ́ bì dín wá yi saà|Tous ces propos sont restés lettre morte.|1
Wàséce, sece|Sorte de gri-gri|0
E ni wá mɔ mi ɖo xwe gbe|Qu’il vienne me voir à la maison.|0
Nya ɖu axɔ|Un individu s'endette.|0
awlinmɛnú|hypocrisie|1
afɔgbɛnnu|talon|0
nù kléwún wɛ̀|c'est une chose rapide|0
etε wε ye gblɔn adan ɖɔ emi na hu|qu'ont-ils menacé de tuer|0
Nùmájɛ́gan wɛ̀|C'est inconvenant.|1
é cyó wŭ nú vĭ tɔ̀n|il a fait une toilette rapide à son enfant|0
Bɔ Izlayɛ́li ví lɛ́ɛ bǐ nɔ́ yi tɛ́n alǐn yětɔn lɛ́ɛ, jǐga yětɔn lɛ́ɛ, asyɔ́ yětɔn lɛ́ɛ kpó adǒvwé yětɔn lɛ́ɛ kpó ɖo gɔ̌n yětɔn.|Et chaque homme en Israël descendait chez les Philistins pour aiguiser son soc, son hoyau, sa hache et sa bêche,|0
É ɖù wè|Il a dansé.|0
asi ɔ|la femme|0
Nε gbe ɔ mε na nɔ gbɔn sɔ ?|Comment sera le temps demain ?|0
Mɛ e nɔ wa nǔ ɖó sɛ́nxwi jí ɔ́ nɔ́ jó flín ɖagbe dó bɔ è nɔ dó flín i ná. Mɛdídá ɔ́, è ka nɔ wɔn ɛ káká bó nɔ́ wɔn nyǐkɔ tɔn lɔ.|Le souvenir du juste est une bénédiction ; le nom des méchants tombe en pourriture.|1
Bɔ vodun tɔn wa|Et son vodun prend possession de lui|1
Fitɛ yi a ɖe azɔmɛ a ?|Où vas-tu à l’université ?|0
Un nɔ mɔ nu kpodo nukun ce lɛ kpo|Je vois avec les yeux.|0
a nɔ ɖɔ xó kpódó acɛkpikpa kpán|tu parles avec autorité|0
È ɖò tuto bló wɛ bo na gbéjé akwɛzinzan ɔ kpɔ́n b’ɛ na gɔ́ngɔ́n ɖò sun e ja é mɛ, bo na dó gbéjé lee azɔ̌xwé mǐtɔn sín akwɛzinzan ɖò ganji gbɔn é kpɔ́n.|Un audit financier complet est prévu le mois prochain pour évaluer la santé économique de notre filiale.|0
Akwɛ taa han asi tɔn|De peur que l'argent ne manque à sa femme.|1
ayì jɛ̀ ayĭ|avoir le coeur tranquille|2
Enyi a nɔ ɖótó nǔ e agbaza towe nɔ xlɛ́ we lɛ é, ɖi xovɛ kpo nǔɖuɖu e nɔ gɔ́ xomɛ é kpo ɔ, é nɔ d’alɔ we bɔ a nɔ hɛn agbaza towe ɖó lanmɛ syɛn hunsin ɖagbe mɛ ɖò jɔwamɔ linu.|Écouter les signaux de votre corps, comme la faim et la satiété, vous aide à maintenir un poids de forme naturellement.|0
akpa e ɖ'awa nú mí ɔ́ flé ză|la peau sèche se détache de la plaie de mon bras|1
aní wɛ́ jɔ̀|qu'est|0
É ɖe tito tɔn lɛ́ɛ xlɛ́ Mɔyízi, é ɖe nǔ ɖaxó ɖaxó e é bló lɛ́ɛ xlɛ́ Izlayɛ́li ví lɛ́ɛ.|Il a fait connaître ses voies à Moïse, ses hauts faits aux Israélites.|0
yă wŭ bló|fais vite|0
Mi sɔ́ kɛ mi ɖó un dó tagba nú mi kpɛɖé wutu.|Excusez-moi de vous déranger un instant.|0
Hun gudogudo tɔn ɔ gan wewe mɛ wɛ e ɖe|Le dernier bus est à minuit.|0
Bɔ Davídi ɖɔ nú Avicáyi kpódó gǎn hɔn-yitɔ́ tɔn lɛ́ɛ kpó ɖɔ: “Vǐ e nyɛ ɖésúnɔ ji ɔ́ ɖíe ɖo kú ce ba wɛ e, étɛ́ ká sɔ́ nyí Bɛnjamɛ́ɛ ví énɛ́ tɔn? Mi tin dó e nú é ɖɔ nǔ e jló é nú mì, ɖó Mawu Mavɔmavɔ wɛ ná gbe tɔn ɛ.|Et David dit à Abischaï et à tous ses serviteurs : Voici, mon fils, qui est sorti de mes entrailles, en veut à ma vie ; à plus forte raison ce Benjamite ! Laissez-le, et qu'il maudisse, car l'Éternel le lui a dit.|1
hundotɔ lε ɖo eɖabɔ do nu mε yetɔn lε wε|les voyageurs font leur adieu a la famille|0
xwékɔ̀ fí jɛ́n gle ce ɖé|c'est ici de la maison que se trouve mon champ|0
Hɔn e sóbwé ɔ́ ‘lí nú wɛ̀ mi ná gbɔ̀n dó byɔ́ xwé gbè|Entrez par la porte étroite.|0
Mɛ e e vɛ nu nyanyaɖe do é na to ɖo yi tɔn yi wɛ hwɛ bɔ e na ba do nu lee nu lɛ yi gbɔn e cobo na ylɔ ɛ ɖo hwɛnukɔn|cobonu e ka na ɖɔ hwɛ do e e ɔ, e ɖo na n'ɛ mɛ e na sixu hwlɛnnɛ ɖɔ hwɛnukɔn e|0
Ényí a wa nǔ nyanya ɔ́, Mawu wú wa nǔ dó wɛ a ɖe a? Ée a nɔ fɔ́n bó nɔ́ ɖo hwɛ hu dó hwɛ jí wɛ ɔ́, ani wɛ énɛ́ ɔ́ ɖɔ ɖo wǔ tɔn? É ɖɔ nǔ tí ɖo wǔ tɔn ǎ.|Si tu pèches, quel tort lui causes-tu ? Et quand tes péchés se multiplient, que lui fais-tu ?|0
ɖò gbawunjò mὲ|agir à sa guise|1
Yě sí te bó gba vɔ̌sákpe e jí è nɔ sá vɔ̌ nú vodún ɖe ɖo Jeluzalɛ́mu lɛ́ɛ kpó éé jí è nɔ dó zǎlínkpɔ́n zo nú vodún ɖe lɛ́ɛ bǐ kpó, bó bɛ́ yě kɔn nyi Sedlɔ́n tɔdo ɔ́ mɛ.|30.14|0
Sin hwenuɖe un gosin wemaxɔmε ɔ, xwe tεnnε ɖie.|Depuis que j'ai quitté l'université, il y a neuf ans :|0
e fɔ́n jawùn|il s'est réveillé en sursaut|0
Mawu nɔ zé jɔhɔn fífá dó akpɔ́kpɔ́ lɛ́ɛ lɔmɔ̌ mɛ, bó nɔ́ má yě gbɔn fí tɛnmɛ tɛnmɛ, bɔ jǐ nɔ kɛ wun gbɔn akpɔ́kpɔ́ lɛ́ɛ mɛ.|Il charge de vapeurs les nuages, Il les disperse étincelants ;|0
vi mi nɔ do alɔ nu mi ɖe lε|enfants aidez|0
kanwe atɔɔn nukun ɖokpo|86|0
Mǐ ɖò gbadanu nùɖuɖu ɖu wɛ hwenu e alokan ɔ xò é.|Nous étions en train de dîner quand le téléphone a sonné.|0
A ka sixu tinmɛ lee azɔwanú towe e nɔ na gbeɖiɖó lɛ é nɔ w’azɔ̌ gbɔn é céɖécéɖé à?|Pourriez-vous m’expliquer plus en détail le fonctionnement de votre outil de reporting ?|0
Un ɖò alokan jí xá we.|J'étais en train de te téléphoner.|0
akan ati ɖokpo|un sac de charbon|0
Mi yi wan nu mεjitɔ mitɔn lε.|Aimez vos parents|0
un yi wan nu wé|je t'aime|2
Do un do xɛsi di ɖo ta towe mɛ wɛ|Parce que je m'inquiète pour toi.|0
É fàn adun d’áfɔ̀|Il a de la boue sur les pieds.|0
hεnnumɔ ce sin mε le ci 'blond' bo ɖo nukun fesinnɔ|les membres de ma famille sont blonds aux yeux bleus|0
E ɖò kàn mlá wɛ̀|Elle rembobine du fil.|0
Nukún towe ma nɔ nɔzo towe sín xwé wú ó; nukún towe má nɔ asi tɔn wú ó; nukún towe má nɔ mɛsɛntɔ́ tɔn súnnu wú ó; nukún towe má nɔ mɛsɛntɔ́ tɔn nyɔ̌nu wú ó; nukún towe má nɔ nyibú tɔn wú ó; nukún towe má nɔ tócí tɔn wú ó; nukún towe má nɔ nǔ e nyí étɔn lɛ́ɛ ɖěbǔ wú ó.”|Tu ne convoiteras point la maison de ton prochain; tu ne convoiteras point la femme de ton prochain, ni son serviteur, ni sa servante, ni son boeuf, ni son âne, ni aucune chose qui appartienne à ton prochain.|0
Enε ɔ, mi wli mi|Ça, vous m’avez eu !|1
lee e nɔ nyi sɛn towe gbɔn ɖo sɛxwe ɔ|que la façon dont tes lois sont respectées au ciel|0
a na kplá asi towe wá|tu viendras avec ta femme|1
A sixu kɛnklɛn bo wlan nyikɔ towe gudo tɔn ɔ à ?|Pourriez-vous épeler votre nom de famille, je vous prie.|0
gbɛtɔ́ nukúnɖéjí|une personne illustre|2
Kun sɔ|Aller à cheval|2
awé mítɔn lɛ|nos potes|2
