id,chemin_audio,transcription_fon,duree_sec
herman_fongbe_corp015_042,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_042.wav,wa yi gbɔn fi s,1.57
herman_fongbe_corp015_043,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_043.wav,e gbɔn nu glɔ bo wa gɔn ce,2.47
herman_fongbe_corp015_044,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_044.wav,ku do gbe ɖe,1.96
herman_fongbe_corp015_045,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_045.wav,to ɖetε wε,1.77
herman_fongbe_corp015_046,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_046.wav,gbe nyɔ a,1.45
herman_fongbe_corp015_047,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_047.wav,un lin nu gege gbɔn gbla tɔn mε,2.51
herman_fongbe_corp015_048,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_048.wav,ajɔ gu mi,1.69
herman_fongbe_corp015_049,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_049.wav,gbεtɔ na ɖo gbigbε mi wε,1.97
herman_fongbe_corp015_050,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_050.wav,mε nε,1.5
herman_fongbe_corp015_051,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_051.wav,un mɔ mεti a,1.42
herman_fongbe_corp015_052,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_052.wav,mε e un ɖɔ xo xa ɔ,2.02
herman_fongbe_corp015_053,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_053.wav,e hεn vi ce gble,1.95
herman_fongbe_corp015_054,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_054.wav,un mɔ tε ɖokpo ɖo zun gozwe ɖe mε,2.67
herman_fongbe_corp015_055,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_055.wav,dεdε gi nɔ bi,1.64
herman_fongbe_corp015_056,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_056.wav,e geze kpεɖe din mε,2.01
herman_fongbe_corp015_057,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_057.wav,lε ɖɔ kpεɖe nu mi ɖe ji,2.05
herman_fongbe_corp015_058,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_058.wav,e gbo adɔ bo ɖɔ xo,2.69
herman_fongbe_corp015_059,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_059.wav,enyi xεsi ɖi we ɔ ayi towe bi gba do,2.97
herman_fongbe_corp015_060,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_060.wav,an nya ε nεgbɔn a ɖafɔ ji ce,3.4
herman_fongbe_corp015_061,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_061.wav,un nɔ ɖu jε bo nɔ ɖu takin a,2.08
herman_fongbe_corp015_062,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_062.wav,gbɔnvε mε mi,1.86
herman_fongbe_corp015_063,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_063.wav,vi mεxo ɔ jε gbεvi han do tɔ tɔn ji,2.99
herman_fongbe_corp015_064,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_064.wav,lee a ɖe din ɔ e nyɔ nukun ce mε tlala,3.29
herman_fongbe_corp015_065,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_065.wav,e gɔ tun fla,1.39
herman_fongbe_corp015_066,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_066.wav,e gɔ kɔ nyayi,1.23
herman_fongbe_corp015_067,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_067.wav,tɔ ce ku wε zɔn bɔ un ya vi,1.87
herman_fongbe_corp015_068,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_068.wav,e xo mi enε wutu wε un ya vi i,2.94
herman_fongbe_corp015_069,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_069.wav,ji ja ɔ gbεmε na fa,1.37
herman_fongbe_corp015_070,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_070.wav,ɖo ji ja wutu wε un yi azɔmε a,2.58
herman_fongbe_corp015_071,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_071.wav,jikun ɖona ja ɖazan tɔn mε,1.56
herman_fongbe_corp015_072,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_072.wav,kɔ tɔn gbo ala,1.96
herman_fongbe_corp015_073,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_073.wav,e wazɔ hu mi,1.24
herman_fongbe_corp015_074,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_074.wav,e hu mεxo mi,2.11
herman_fongbe_corp015_075,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_075.wav,un sɔ na nɔ xa mi gaga ɖe ă,2.72
herman_fongbe_corp015_076,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_076.wav,un sɔ yi azɔmε a,1.1
herman_fongbe_corp015_077,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_077.wav,un na sɔ wa a,1.6
herman_fongbe_corp015_078,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_078.wav,ajaka hwe hu awi,2.19
herman_fongbe_corp015_079,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_079.wav,mi ma sɔ wa o,0.94
herman_fongbe_corp015_080,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_080.wav,e ɖo nu na ɖu wε,1.05
herman_fongbe_corp015_081,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_081.wav,e ɖo genu,1.04
herman_fongbe_corp015_082,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_082.wav,awi wa bɔ e nε hwevi,1.52
herman_fongbe_corp015_083,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_083.wav,a ɖo ɖagbe a,0.9
herman_fongbe_corp015_084,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_084.wav,e ɖo gbatε sɔ wε,1.63
herman_fongbe_corp015_085,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_085.wav,e nɔ sɔ gbatε,1.0
herman_fongbe_corp015_086,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_086.wav,egbe ɔ un kpe alɔ ɖagbe,1.63
herman_fongbe_corp015_087,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_087.wav,a ɖo ɖagbe a,0.87
herman_fongbe_corp015_088,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_088.wav,e ɖo glo tɔn,1.45
herman_fongbe_corp015_089,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_089.wav,wutu ce slɔ fun,2.03
herman_fongbe_corp015_090,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_090.wav,mawuxojlatɔ lε ɖesu ɖo fɔngbe kplɔn wε bona do jla mawuxo ɖo to ɔ mε,5.77
herman_fongbe_corp015_091,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_091.wav,nε gbɔn,1.63
herman_fongbe_corp015_092,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_092.wav,xovε ɖo huhui enε ɔ wutu wε e xɔ nuɖuɖu,3.75
herman_fongbe_corp015_093,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_093.wav,e gbε kpo ɖo tunnu tɔn,1.95
herman_fongbe_corp015_094,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_094.wav,mεsi kplɔn nu ye cobɔ ye ɖu afɔku,3.02
herman_fongbe_corp015_095,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_095.wav,e gɔ gbe,1.38
herman_fongbe_corp015_096,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_096.wav,e ɖo mawusi,1.35
herman_fongbe_corp015_097,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_097.wav,fina a sii ɖɔ fi e a gosin ɔ nu mi a,2.82
herman_fongbe_corp015_098,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_098.wav,un hεn ɔ na blo,1.77
herman_fongbe_corp015_099,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_099.wav,eo nyε un kpewu a mε,1.67
herman_fongbe_corp015_100,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_100.wav,mɔ jεn wε,1.27
herman_fongbe_corp015_101,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_101.wav,e gbla klεklε nu,1.59
herman_fongbe_corp015_102,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_102.wav,e gbe yawo,1.1
herman_fongbe_corp015_103,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_103.wav,wema ce yi gbe un ja,1.9
herman_fongbe_corp015_104,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_104.wav,glo mɔ glo sɔ,1.59
herman_fongbe_corp015_105,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_105.wav,glelilε ma nyɔ ze,1.85
herman_fongbe_corp015_106,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_106.wav,sɔ gbɔ yi do kan sɔ kan yi do gbɔ,3.53
herman_fongbe_corp015_107,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_107.wav,nyɔnu e sin avɔ un yi ɔ,2.59
herman_fongbe_corp015_108,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_108.wav,e nɔ gu bo tεnmε tεnmε lε bo nɔ sɔ do akpo mε,3.92
herman_fongbe_corp015_109,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_109.wav,un ɖo gbe towe xo wε,1.79
herman_fongbe_corp015_110,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_110.wav,e fyɔn nutitε nu mi,2.19
herman_fongbe_corp015_111,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_111.wav,e fyɔn nutitε nu mi,1.9
herman_fongbe_corp015_112,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_112.wav,mawu ni na mi gbigbɔ,2.18
herman_fongbe_corp015_113,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_113.wav,a nɔ blo gbangan din,2.14
herman_fongbe_corp015_114,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_114.wav,dεdε sia,1.64
herman_fongbe_corp015_115,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_115.wav,e ɖo gankpa ɔ mε,1.04
herman_fongbe_corp015_116,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_116.wav,e gbo mi,1.79
herman_fongbe_corp015_117,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_117.wav,e gblɔn kudan,1.91
herman_fongbe_corp015_118,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_118.wav,e jε adan gblɔn nu kεntɔ tɔn ji,2.93
herman_fongbe_corp015_119,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_119.wav,e nyi nukplɔnmεtɔ,1.71
herman_fongbe_corp015_120,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_120.wav,e ɖo do gɔngɔn ɖe mε,1.86
herman_fongbe_corp015_121,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_121.wav,tɔ ɔ gɔngɔn,1.36
herman_fongbe_corp015_122,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_122.wav,zin gɔngɔn,1.81
herman_fongbe_corp015_123,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_123.wav,e ɖi sa gbɔn toxo ɔ mε,1.95
herman_fongbe_corp015_124,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_124.wav,vi ce ɖo sa ɖi wε ɖo gbεnde mε,2.45
herman_fongbe_corp015_125,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_125.wav,e gblɔn adan ɖɔ emi na blo,2.05
herman_fongbe_corp015_126,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_126.wav,e sa bogbe ɖo ye,1.74
herman_fongbe_corp015_127,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_127.wav,e kanbyɔ mi ɖɔ hwetεnu tɔ ce na wa aji,3.18
herman_fongbe_corp015_128,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_128.wav,akwε ɖasi tɔn kpɔ gbobli,2.29
herman_fongbe_corp015_129,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_129.wav,akwε ɖo tɔ ce sin vatε mε gbidii,3.21
herman_fongbe_corp015_130,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_130.wav,e ɖɔ a na wa,1.31
herman_fongbe_corp015_131,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_131.wav,e ɖɔ nu mi ɖɔ tɔ tɔn na wa,1.9
herman_fongbe_corp015_132,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_132.wav,un ɖu lan ɖee a xɔ ɔ,1.19
herman_fongbe_corp015_133,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_133.wav,un su ɖaxo sɔ we,1.82
herman_fongbe_corp015_134,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_134.wav,nyibu klo hu lεngbɔ,1.88
herman_fongbe_corp015_135,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_135.wav,totεmε a xwe,0.97
herman_fongbe_corp015_136,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_136.wav,wema elɔ ɔ,1.37
herman_fongbe_corp015_137,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_137.wav,mε elɔ lε,1.55
herman_fongbe_corp015_138,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_138.wav,e kan byɔ ahwlikpɔnuwa ɖɔ axi wε xwe aji nukanbyɔ ɔ xo wε nɔ gɔ nu we a,5.79
herman_fongbe_corp015_139,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_139.wav,mε gɔn a xwe,0.82
herman_fongbe_corp015_140,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_140.wav,mε tɔn wε,1.58
herman_fongbe_corp015_141,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_141.wav,mε wε,1.32
herman_fongbe_corp015_142,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_142.wav,mε e un ɖɔ xo na ɔ,1.98
inconnu_fongbe_corp011_001,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_001.wav,un na ye sin,1.32
inconnu_fongbe_corp011_002,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_002.wav,gbogbo e mi ɖɔ xo nε ɔ un sɔ mɔ ε gbeɖe a,3.48
inconnu_fongbe_corp011_003,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_003.wav,un glo e,1.33
inconnu_fongbe_corp011_004,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_004.wav,wutu tɔn sun glo,1.74
inconnu_fongbe_corp011_005,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_005.wav,e gba gbe ala bi,1.83
inconnu_fongbe_corp011_006,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_006.wav,afɔdomε ce gbidi,1.89
inconnu_fongbe_corp011_007,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_007.wav,dawe elɔ ɖi ga kaka,1.59
inconnu_fongbe_corp011_008,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_008.wav,e hεn do ɔ gblo,2.09
inconnu_fongbe_corp011_009,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_009.wav,gblo ali nε ɔ,1.77
inconnu_fongbe_corp011_010,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_010.wav,nusunnu ɔ ci gbεdε,1.83
inconnu_fongbe_corp011_011,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_011.wav,ze gbe yi ji,1.32
inconnu_fongbe_corp011_012,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_012.wav,ye ɖo gan yɔyɔ na ɖo wε,1.46
inconnu_fongbe_corp011_013,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_013.wav,xo ɔ gɔndɔn do mi,1.22
inconnu_fongbe_corp011_014,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_014.wav,e kplε yi kpo ka kpo go kpo,1.89
inconnu_fongbe_corp011_015,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_015.wav,e tiin ɖazɔmε a,1.55
inconnu_fongbe_corp011_016,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_016.wav,a ko se a wε a,1.22
inconnu_fongbe_corp011_017,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_017.wav,e ko mɔ ε a,1.01
inconnu_fongbe_corp011_018,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_018.wav,un ko ɖu nu a,1.56
inconnu_fongbe_corp011_019,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_019.wav,gudunɔ damlɔ bo fɔn bo mɔ to ɖo zan ji aɖawun ɖazɔnsi,5.11
inconnu_fongbe_corp011_020,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_020.wav,mε ɖebu sin xomε a,1.8
inconnu_fongbe_corp011_021,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_021.wav,vi towe lε lo,1.48
inconnu_fongbe_corp011_022,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_022.wav,dada ce gba go,1.4
inconnu_fongbe_corp011_023,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_023.wav,e glɔn gbɔ tɔn lε do kpa mε,2.63
inconnu_fongbe_corp011_024,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_024.wav,akpa tε xwe e hɔn jε gbe do,2.18
inconnu_fongbe_corp011_025,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_025.wav,e ji gbɔn to,1.36
inconnu_fongbe_corp011_026,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_026.wav,vi tɔn ku wε zɔn bɔ e lε ji vi ɖevo,2.83
inconnu_fongbe_corp011_027,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_027.wav,fun kɔ sin nukun ce ji nu mi,2.72
inconnu_fongbe_corp011_028,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_028.wav,e ɖo anɔ gbanjangbanjan,2.21
inconnu_fongbe_corp011_029,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_029.wav,nya bonɔ elɔ ɖo afɔ gεjεgεjε,3.42
inconnu_fongbe_corp011_030,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_030.wav,maga su kpɔ gbεgbε ɖaxi mε,2.11
inconnu_fongbe_corp011_031,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_031.wav,e ɖo avi ya wε ɖo gbεmε,1.84
inconnu_fongbe_corp011_032,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_032.wav,yovozεn ɔ klo kaka bo ci gbawun,2.4
inconnu_fongbe_corp011_033,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_033.wav,ye zan nu ɖo nuwiwa ɔ do mε kaka bɔ e gbe lu,4.18
inconnu_fongbe_corp011_034,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_034.wav,gbe tɔn xla,1.43
inconnu_fongbe_corp011_035,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_035.wav,kɔta we nɔ nɔ kpɔ a ɖe na nyi kɔta ɖe na nyi gbakwεgbakwε,4.93
inconnu_fongbe_corp011_036,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_036.wav,gbεtɔ ɖo gbagba ɖo hun ɔ mε,2.31
inconnu_fongbe_corp011_037,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_037.wav,a nɔ mɔ ε gbɔ a,1.69
inconnu_fongbe_corp011_038,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_038.wav,ye klan gbe,1.26
inconnu_fongbe_corp011_039,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_039.wav,un se mɔto towe gbe,1.76
inconnu_fongbe_corp011_040,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_040.wav,un se xo towe,1.36
inconnu_fongbe_corp011_041,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_041.wav,e gblɔn xo ɔ nu mi,1.66
inconnu_fongbe_corp011_042,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_042.wav,mi byɔ xwegbe,1.26
inconnu_fongbe_corp011_043,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_043.wav,gle ɔ su gbe,1.63
inconnu_fongbe_corp011_044,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_044.wav,gbehan su gle ɔ,1.42
inconnu_fongbe_corp011_045,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_045.wav,sin ɔ gba gbe,1.46
inconnu_fongbe_corp011_046,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_046.wav,tɔ ɔ gba jinukun lε bi,2.1
inconnu_fongbe_corp011_047,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_047.wav,un na sε wema elɔ do nɔvi ce gbɔn posu,3.49
inconnu_fongbe_corp011_048,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_048.wav,e ɖo ganbaɖa nu mi,1.89
inconnu_fongbe_corp011_049,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\inconnu_fongbe_corp011_049.wav,zingidi gεyin wε,2.11
